company,category,category_source
SEYMOUR COLLEGE,Education - Schools & Training,original
SEYMOUR WHYTE CONSTRUCTIONS PTY LTD,Engineering & Construction,inferred
SFDC Australia Pty Ltd,Information Technology & Software,inferred
SGS AUSTRALIA PTY LTD,"Consulting, Accounting & Professional Services",inferred
SGSP (AUSTRALIA) ASSETS PTY LTD,"Mining, Resources & Energy",inferred
Shangri-La Hotel (Cairns) Pty Ltd,"Hospitality, Travel & Tourism",original
SHAPE AUSTRALIA PTY LIMITED,Engineering & Construction,inferred
Shell Australia Pty Ltd,"Mining, Resources & Energy",original
Shell Energy Operations Pty Ltd,"Mining, Resources & Energy",original
SHINE LAWYERS PTY LTD,Legal Services,original
SHINE SOLUTIONS GROUP PTY LTD,Information Technology & Software,inferred
Shippit Pty Ltd,Information Technology & Software,inferred
Shoalhaven City Council,Government & Public Sector,original
Shopify (Australia) Pty Ltd,Information Technology & Software,inferred
SICE PTY LTD,Engineering & Construction,inferred
Siemens Energy Pty Ltd,"Mining, Resources & Energy",original
SIEMENS GAME-SA RENEWABLE ENERGY PTY LTD,"Mining, Resources & Energy",original
SIEMENS HEALTHCARE PTY LTD,"Healthcare, Medical & Pharmaceutical",original
SIEMENS LTD,Manufacturing & Industrial,inferred
SIEMENS MOBILITY PTY LTD,Transport & Logistics,inferred
SIG COMBIBLOC AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
SIGNATURE ORTHOPAEDICS PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
SIGNIFY AUSTRALIA LIMITED,Manufacturing & Industrial,inferred
SILVER LAKE RESOURCES LIMITED,"Mining, Resources & Energy",original
Silverlink Infotech Pty Ltd,Information Technology & Software,inferred
SimCorp Asia Pty. Limited,Information Technology & Software,inferred
SIME DARBY MOTORS GROUP (AUSTRALIA) PTY LIMITED,Automotive,inferred
Simon-Kucher & Partners Strategy & Marketing Consultants Pty Ltd,"Consulting, Accounting & Professional Services",original
SIMPLI_JS AUSTRALIA PTY LTD,Information Technology & Software,inferred
Simplot Australia Pty. Limited,"Agriculture, Food & Beverage",inferred
Simply Sports Cars Pty Ltd,Automotive,inferred
Sims Metal Services Pty Limited,Manufacturing & Industrial,inferred
Sinapse Pty Ltd,Unknown / To Check,unresolved
SINGAPORE AIRLINES LIMITED,Aviation & Aerospace,original
SINOPEC OIL AND GAS AUSTRALIA PTY LIMITED,"Mining, Resources & Energy",original
Sir Moses Montefiore Jewish Home,"Aged Care, Disability & Social Services",inferred
Sirius College,Education - Schools & Training,original
SIRIUS PEOPLE PTY LTD,"Recruitment, HR & Labour Hire",inferred
SiteMinder Limited,Information Technology & Software,inferred
SJB Architecture Pty Ltd,Architecture & Design,original
Skedulo Pty Ltd,Information Technology & Software,inferred
SKF Australia Pty Ltd,Manufacturing & Industrial,inferred
SKG Radiology Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Skidata Australasia Pty Ltd,Manufacturing & Industrial,inferred
Skilled Medical Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
SKIN & CANCER FOUNDATION AUSTRALIA,"Religious, Charitable & Non-profit",original
SKINCARE-STORE AUSTRALIA PTY LTD.,Consumer Goods & Retail,original
Skippers Aviation Pty Ltd,Aviation & Aerospace,original
Sky5 Pty Ltd,Unknown / To Check,unresolved
Skyaus Infrastructure Pty Ltd,Engineering & Construction,original
SKYKRAFT PTY LTD,Aviation & Aerospace,inferred
SKYTRANS PTY LTD,Aviation & Aerospace,inferred
Slalom Australia Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Sling & Stone Pty Ltd,Marketing & Advertising,inferred
SLR Consulting Australia Pty Ltd,"Consulting, Accounting & Professional Services",original
SMA AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
SMAART PTY. LTD.,Unknown / To Check,unresolved
SMALL ANIMAL SPECIALIST HOSPITAL PTY LIMITED,"Healthcare, Medical & Pharmaceutical",original
SMEC SERVICES PTY. LIMITED,Engineering & Construction,inferred
SMITH & NEPHEW PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
SMRM Holdings Pty Ltd,Unknown / To Check,unresolved
Snackbrands Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
SNAPCHAT PTY LTD,Information Technology & Software,inferred
SNOW BRAND AUSTRALIA PTY LTD,"Agriculture, Food & Beverage",inferred
Snowflake Computing Pty Ltd,Information Technology & Software,original
SNOWY HYDRO LIMITED,"Mining, Resources & Energy",original
SNPHN Ltd,"Healthcare, Medical & Pharmaceutical",inferred
SOCIETE GENE-RALE,Banking & Financial Services,inferred
SODEXO AUSTRALIA PTY LIMITED,"Hospitality, Travel & Tourism",inferred
SOFRACO ENGINEERING SYSTEMS PTY. LIMITED,Engineering & Construction,original
SOFTWARE AG AUSTRALIA PTY LTD,Information Technology & Software,original
Software of Excellence Australia Limited,Information Technology & Software,original
SoftwareONE Australia Pty Limited,Information Technology & Software,inferred
Soilmec Australia Pty Limited,Manufacturing & Industrial,inferred
SOJITZ AUSTRALIA LIMITED,"Mining, Resources & Energy",inferred
SOLA NOW PTY LTD,"Mining, Resources & Energy",inferred
Solstad Australia Pty Ltd,"Mining, Resources & Energy",inferred
SOMERVILLE ELECTRIC PTY LIMITED,Engineering & Construction,inferred
Sonder Australia Pty Ltd,"Aged Care, Disability & Social Services",inferred
SONIC CLINICAL SERVICES PTY LTD,"Healthcare, Medical & Pharmaceutical",original
SONOVA AUDIOLOGICAL CARE AUSTRALIA PTY LTD,Automotive,original
Sony Australia Limited,"Media, Entertainment & Creative",original
SONY MUSIC ENTERTAINMENT AUSTRALIA PTY LTD,"Media, Entertainment & Creative",original
Sony Pictures Television Pty Ltd,"Media, Entertainment & Creative",original
SOURCED GROUP PTY LIMITED,Information Technology & Software,inferred
SOUTH AUSTRALIAN HEALTH AND MEDICAL RESEARCH INSTITUTE LIMITED,"Healthcare, Medical & Pharmaceutical",original
South Australian Water Corporation,Government & Public Sector,inferred
SOUTH CENTRAL TRUCKS PTY LTD,Automotive,inferred
South Eastern Sydney Local Health District,"Healthcare, Medical & Pharmaceutical",original
South Melbourne Primary School,Education - Schools & Training,original
SOUTH METROPOLITAN HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
South Metropolitan Youth Link Inc,"Aged Care, Disability & Social Services",inferred
South Sydney District Rugby League Football Club limited,"Media, Entertainment & Creative",inferred
SOUTH WEST HEALTHCARE,"Healthcare, Medical & Pharmaceutical",original
South West Rocks Public School,Education - Schools & Training,original
South Western Sydney Local Health District,"Healthcare, Medical & Pharmaceutical",original
SOUTH32 GROUP OPERATIONS PTY LTD,"Mining, Resources & Energy",inferred
Southern Autistic School,Education - Schools & Training,original
Southern Cross Austereo Services Pty Ltd,"Media, Entertainment & Creative",inferred
SOUTHERN CROSS UNIVERSITY,Education - Universities & Higher Ed,original
SOUTHERN NSW LOCAL HEALTH DISTRICT,"Healthcare, Medical & Pharmaceutical",original
SOUTHERN PATHOLOGY SERVICES PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
SOUTHERN QUEENSLAND STEEL PTY LTD,Engineering & Construction,original
Southern Wire Pty Ltd,Manufacturing & Industrial,inferred
SOVEREIGN RESORT HOTEL PTY. LTD.,"Hospitality, Travel & Tourism",original
SPANDEX ASIA PACIFIC PTY LTD,Manufacturing & Industrial,inferred
Sparrow Group Management Pty Ltd,Unknown / To Check,unresolved
SPARROWS SERVICES AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
Special Broadcasting Services Corporation,"Media, Entertainment & Creative",inferred
SPECIAL GROUP (MELBOURNE) PTY LTD,Marketing & Advertising,inferred
Special Group Australia Pty Limited,Marketing & Advertising,inferred
SPECIALIST HEIGHT ACCESS PTY LTD,Engineering & Construction,inferred
SPECIALITY SERVICES QLD PTY LTD,Unknown / To Check,unresolved
SPECSAVERS PTY. LTD.,"Healthcare, Medical & Pharmaceutical",inferred
SPECTRIS AUSTRALIA PTY. LIMITED,Manufacturing & Industrial,inferred
SPECTRUM BRANDS AUSTRALIA PTY LTD,Consumer Goods & Retail,original
SPIE GLOBAL SERVICES ENERGY PTY LTD,"Mining, Resources & Energy",original
Spiecapag Australia Pty Ltd,Engineering & Construction,inferred
Spin Master Australia Pty Ltd,"Media, Entertainment & Creative",original
Splunk Services Australia Pty Ltd,Information Technology & Software,inferred
Sports Entertainment Network Pty Ltd,Information Technology & Software,original
SPORTSBET PTY LTD,"Media, Entertainment & Creative",inferred
Spotify Australia Pty Ltd,"Media, Entertainment & Creative",inferred
Springside West Secondary College,Education - Schools & Training,original
SPRINGVALE PARK SPECIAL DEVELOPMENTAL SCHOOL,Education - Schools & Training,original
SPRINKLR AUSTRALIA PTY LTD,Information Technology & Software,original
SPRUSON & FERGUSON PTY LIMITED,Legal Services,inferred
SPS Commerce Australia Pty Ltd,Information Technology & Software,inferred
SQM Australia Pty Ltd,Unknown / To Check,unresolved
Square AU Pty Ltd,Banking & Financial Services,inferred
Squiz Australia Pty Ltd,Information Technology & Software,inferred
SRG GLOBAL (AUSTRALIA) LTD,Engineering & Construction,inferred
SRG GLOBAL ASSET CARE PTY LTD,Engineering & Construction,inferred
SRG GLOBAL INFRASTRUCTURE PTY LTD.,Engineering & Construction,original
SRG GLOBAL MINING (AUSTRALIA) PTY LTD,"Mining, Resources & Energy",original
Sri Bros Pty Ltd,Unknown / To Check,unresolved
SRK CONSULTING (AUSTRALASIA) PTY LTD,"Consulting, Accounting & Professional Services",original
SS&C Bluedoor Pty Limited,Information Technology & Software,inferred
SS&C Solutions Pty Ltd,Information Technology & Software,inferred
SSM INTERNATIONAL PTY LTD,Unknown / To Check,unresolved
SSP Asia Pacific Pty Ltd,"Hospitality, Travel & Tourism",inferred
ST ALBANS HEIGHTS PRIMARY SCHOOL,Education - Schools & Training,original
ST ANDREW'S HOSPITAL INC,"Healthcare, Medical & Pharmaceutical",original
St Barbara Limited,"Mining, Resources & Energy",inferred
St Clare's Catholic Primary School,Education - Schools & Training,original
ST GEORGES ROAD PRIMARY SCHOOL,Education - Schools & Training,original
ST JOHN AMBULANCE AUSTRALIA LTD,"Healthcare, Medical & Pharmaceutical",inferred
ST JOHN AMBULANCE AUSTRALIA NT INC,"Healthcare, Medical & Pharmaceutical",inferred
St John Ambulance Western Australia Ltd,"Healthcare, Medical & Pharmaceutical",inferred
ST JOHN OF GOD HEALTH CARE INC,"Healthcare, Medical & Pharmaceutical",original
ST KEVIN'S COLLEGE,Education - Schools & Training,original
ST LAWRENCE CATHOLIC PRIMARY SCHOOL,Education - Schools & Training,original
ST LEONARD'S COLLEGE,Education - Schools & Training,original
ST MICHAELS GOLF CLUB LTD,"Hospitality, Travel & Tourism",inferred
St Philip's College Alice Springs,Education - Schools & Training,original
ST VINCENT'S PRIVATE HOSPITAL LIMITED,"Healthcare, Medical & Pharmaceutical",original
St. Luke's Care,"Healthcare, Medical & Pharmaceutical",inferred
ST. VINCENT'S HOSPITAL (MELBOURNE) LIMITED,"Healthcare, Medical & Pharmaceutical",original
St. Vincent's Hospital Sydney Limited,"Healthcare, Medical & Pharmaceutical",original
Standard Chartered Bank,Banking & Financial Services,original
Standards Australia Limited,"Religious, Charitable & Non-profit",inferred
STANLEY BLACK & DECKER AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
Stantec Australia Pty Ltd,Engineering & Construction,inferred
Star Consolidated Holdings Pty Ltd,Unknown / To Check,unresolved
Star Electrical Co Pty Ltd,Engineering & Construction,inferred
Stareast International Pty Ltd,Unknown / To Check,unresolved
StarRez Global Pty Ltd,Information Technology & Software,inferred
STARREZ PTY LTD,Information Technology & Software,inferred
STATE LIBRARY OF VICTORIA,Government & Public Sector,inferred
STATE OF VICTORIA DEPT OF JUSTICE,Government & Public Sector,inferred
State Street Services Australia Pty Limited,Banking & Financial Services,inferred
Staughton College,Education - Schools & Training,original
STE-INERT AUSTRALIA Pty. Ltd.,Manufacturing & Industrial,inferred
STEADFAST GROUP LTD,Insurance,inferred
Steel-Line Garage Doors (WA) Pty Ltd,Engineering & Construction,original
STEFAN HAIR FASHIONS PTY. LTD.,Consumer Goods & Retail,inferred
STELLA MARIS CATHOLIC PRIMARY SCHOOL,Education - Schools & Training,original
STELLANTIS (AUSTRALIA AND NEW ZEALAND) PTY LTD,Automotive,inferred
Sterling and Wilson Solar Australia Pty Ltd,"Mining, Resources & Energy",original
STEULER ICH AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
Stockland Development Pty Ltd,Real Estate & Property,original
STRANDBAGS GROUP PTY LTD,Consumer Goods & Retail,inferred
STRATEGIC PROJECT PARTNERS PTY LTD,"Consulting, Accounting & Professional Services",inferred
STRATHMORE SECONDARY COLLEGE,Education - Schools & Training,original
Strathtulloh Primary School,Education - Schools & Training,original
Straw Veterinary Support Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
Streamline Connect Pty Ltd,Unknown / To Check,unresolved
STRIPE PAYMENTS AUSTRALIA PTY LTD,Banking & Financial Services,original
STRYKER AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",original
STUART ALEXANDER & CO PTY LTD,"Agriculture, Food & Beverage",inferred
StudioSC Pty Ltd,Architecture & Design,inferred
SUBSEA 7 AUSTRALIA CONTRACTING PTY LTD,Banking & Financial Services,original
Suburban Rail Loop Authority,Transport & Logistics,original
SUEZ WATER PTY LTD,Engineering & Construction,inferred
SUGAR RESEARCH AUSTRALIA LIMITED,"Agriculture, Food & Beverage",original
SULLIVAN & CROMWELL (AUSTRALIA) LIP,Legal Services,inferred
SULZER AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
SUMITOMO AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
SUMITOMO MITSUI BANKING CORPORATION,Banking & Financial Services,original
SUMITOMO RUBBER AUSTRALIA PTY LTD,Automotive,inferred
Summervale Enterprises Pty Ltd,Unknown / To Check,unresolved
SUMMIT AUTO LEASE AUSTRALIA PTY LTD,Banking & Financial Services,inferred
Sun Engineering (QId) Pty Ltd,Engineering & Construction,original
SUN METALS CORPORATION PTY LTD,"Mining, Resources & Energy",inferred
Sunco Motors Pty Ltd,Automotive,inferred
Suncorp Staff Pty Ltd,Insurance,original
SUNRAYSIA COMMUNITY HEALTH SERVICES LIMITED,"Healthcare, Medical & Pharmaceutical",original
Sunshades Eyewear Pty Limited,Consumer Goods & Retail,inferred
Sunshine College,Education - Schools & Training,original
Sunshine Harvester Primary School,Education - Schools & Training,original
Sunshine Primary School,Education - Schools & Training,original
SUNSHINE SPECIAL DEVELOPMENTAL SCHOOL,Education - Schools & Training,original
SUNTORY BEVERAGE & FOOD AUSTRALIA PTY LTD,"Agriculture, Food & Beverage",original
SUPAGAS PTY LIMITED,Manufacturing & Industrial,inferred
Super Retail Group Services Pty Ltd,Consumer Goods & Retail,original
SUPERCHARGE BATTERIES PTY LTD,Manufacturing & Industrial,inferred
Superior Energy Services (Australia) Pty Ltd,"Mining, Resources & Energy",original
SUREX SURVEYORS PTY. LTD.,Engineering & Construction,inferred
SUSQUEHANNA PACIFIC PTY LTD,Banking & Financial Services,inferred
SustainAbility Consulting Partners Pty Ltd,"Consulting, Accounting & Professional Services",original
Suzlon Energy Australia Pty Ltd,"Mining, Resources & Energy",original
Suzuki Australia Pty Limited,Automotive,inferred
SW Accountants & Advisors Pty Ltd,"Consulting, Accounting & Professional Services",inferred
SWAN CHRISTIAN EDUCATION ASSOCIATION INC,Education - Schools & Training,original
SWAN HILL BUS LINES PROPRIETARY LIMITED,Transport & Logistics,inferred
Swan Hill College,Education - Schools & Training,original
SWAN HILL DISTRICT HEALTH,"Healthcare, Medical & Pharmaceutical",original
Swan Hill Rural City Council,Government & Public Sector,original
Swifts Creek P-12 School,Education - Schools & Training,original
SWINBURNE UNIVERSITY OF TECHNOLOGY,Education - Universities & Higher Ed,original
Swiss Re Asia Pte. Ltd.,Insurance,original
Swisse Wellness Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
SWISSLOG AUSTRALIA PTY. LIMITED,Manufacturing & Industrial,inferred
SWISSPORT AUSTRALIA PTY LTD,Aviation & Aerospace,inferred
Switch IT Pty Ltd,Information Technology & Software,inferred
SWS Australia Pty Ltd,Unknown / To Check,unresolved
SYDENHAM-HILLSIDE PRIMARY SCHOOL,Education - Schools & Training,original
Sydmel Pty Ltd,Unknown / To Check,unresolved
Sydney Airport Corporation Limited,Aviation & Aerospace,original
Sydney Attractions Group Limited,"Hospitality, Travel & Tourism",inferred
SYDNEY CHILDREN'S HOSPITALS FOUNDATION LIMITED,"Religious, Charitable & Non-profit",original
Sydney Institute of Marine Science,Education - Universities & Higher Ed,inferred
Sydney Local Health District,"Healthcare, Medical & Pharmaceutical",original
SYDNEY OPERA HOUSE TRUST,"Media, Entertainment & Creative",inferred
Sydney Symphony Orchestra Holdings Pty Ltd,"Media, Entertainment & Creative",inferred
SYDNEY WATER CORPORATION,Government & Public Sector,inferred
SYMAL INFRASTRUCTURE PTY LTD,Engineering & Construction,original
Synch Solutions Pty Ltd,Information Technology & Software,inferred
SYNECHRON AUSTRALIA PTY LTD.,Information Technology & Software,inferred
SYSTRA ANZ PTY LTD,Engineering & Construction,inferred
T. Eilbeck & Son Pty Ltd,Manufacturing & Industrial,inferred
T.W.G CORPORATE PTY LTD,Unknown / To Check,unresolved
Ta rneit Senior College,Education - Schools & Training,original
TABACO NOMINEES PTY LTD,Unknown / To Check,unresolved
TABCORP ASSETS PTY LTD,"Media, Entertainment & Creative",inferred
Tactix Group Pty Ltd,Unknown / To Check,unresolved
TADANO OCEANIA PTY LTD,Manufacturing & Industrial,inferred
TAG WORLDWIDE AUSTRALIA PTY LTD,Marketing & Advertising,inferred
Taipower Bengalla Pty Limited,"Mining, Resources & Energy",inferred
TAKRAF Australia Pty Ltd,Manufacturing & Industrial,inferred
TAL Dai-Ichi Life Australia Pty Ltd,Insurance,inferred
TALENT INTERNATIONAL (NSW) PTY LTD,"Recruitment, HR & Labour Hire",inferred
Talenza Pty Ltd,"Recruitment, HR & Labour Hire",inferred
Tango Oilfield Solutions Pty Ltd,"Mining, Resources & Energy",inferred
TANNER KIBBLE DENTON ARCHITECTS PTY LTD,Architecture & Design,inferred
Taree Christian Community School Ltd,Education - Schools & Training,original
TARHF 3 Pty Ltd,Unknown / To Check,unresolved
Tarneit P-9 College,Education - Schools & Training,original
TARNEIT RISE PRIMARY SCHOOL,Education - Schools & Training,original
Tasman Oil Tools Pty Ltd,"Mining, Resources & Energy",original
TASMANIAN AUDIT OFFICE,Automotive,original
Tasmanian Symphony Orchestra Pty Limited,"Media, Entertainment & Creative",inferred
Tassal Group Limited,"Agriculture, Food & Beverage",inferred
Taylor Construction Group Pty Ltd,Engineering & Construction,original
Taylors Hill Primary School,Education - Schools & Training,original
TBWA SYDNEY PTY LTD,Marketing & Advertising,inferred
TCL Australia Pty. Ltd,Consumer Goods & Retail,inferred
TEA TOO PTY. LTD.,Consumer Goods & Retail,inferred
Teach for Australia,Education - Schools & Training,inferred
TEAM GLOBAL EXPRESS PTY LTD,Transport & Logistics,inferred
TEC Operations Pty Ltd,Unknown / To Check,unresolved
Tecala ICT Pty Limited,Information Technology & Software,inferred
TECH DATA ADVANCED SOLUTIONS (ANZ) LIMITED,Information Technology & Software,original
Techforce Services Pty Ltd,Information Technology & Software,inferred
TECHNICAL AND FURTHER EDUCATION COMMISSION,Education - Schools & Training,original
TECHNIPFMC AUSTRALIA LTD,"Mining, Resources & Energy",inferred
Technology One Limited,Information Technology & Software,inferred
Techtronic Industries Australia Pty Limited,Manufacturing & Industrial,original
TEK-Ocean Energy Services Pty Ltd,"Mining, Resources & Energy",original
TELADOC HEALTH AUSTRALASIA PTY LTD,"Healthcare, Medical & Pharmaceutical",original
TELSTRA CORPORATION LIMITED,Telecommunications,inferred
TEMENOS AUSTRALIA SERVICES PTY LTD,Information Technology & Software,inferred
TEMORA DELL PTY LTD,Information Technology & Software,original
Tennis Australia Limited,"Media, Entertainment & Creative",inferred
Teradata Australia Pty Ltd,Information Technology & Software,inferred
TERANG AND MORTLAKE HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
TERRA FIRMA PTY LTD,Unknown / To Check,unresolved
TERRACE COURT PTY LTD,Unknown / To Check,unresolved
TERRAPINN AUSTRALIA PTY LIMITED,"Media, Entertainment & Creative",inferred
Terrex Pty Ltd,"Mining, Resources & Energy",inferred
TERUMO AUSTRALIA PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
"TESLA MOTORS AUSTRALIA, PTY LTD",Automotive,original
Tetra Pak Marketing Pty. Ltd.,Marketing & Advertising,original
Tetra Tech Coffey Pty Ltd,Engineering & Construction,inferred
Tetra Tech RPS Energy Pty Ltd,"Mining, Resources & Energy",original
Teva Pharmacuticals Australia,"Healthcare, Medical & Pharmaceutical",inferred
Textron Systems Australia Pty Ltd,Information Technology & Software,original
TEYS AUSTRALIA PTY LTD,"Agriculture, Food & Beverage",inferred
Thales Australia Limited,Defence & Aerospace,inferred
THE A2 MILK COMPANY (AUSTRALIA) PTY LTD,"Agriculture, Food & Beverage",inferred
The Audit Office of New South Wales,Automotive,original
The Australian Ballet,"Media, Entertainment & Creative",inferred
The Australian Council for Educational Research Limited,Government & Public Sector,original
THE AUSTRALIAN INSTITUTE OF MARINE SCIENCE,Government & Public Sector,inferred
The Baker Heart & Diabetes Institute,"Healthcare, Medical & Pharmaceutical",inferred
The Benevolent Society,"Aged Care, Disability & Social Services",inferred
THE BIONICS INSTITUTE OF AUSTRALIA,"Healthcare, Medical & Pharmaceutical",inferred
The Boston Consulting Group Pty Ltd,"Consulting, Accounting & Professional Services",original
THE BROWN & HURLEY GROUP PTY. LTD.,Automotive,inferred
THE CANCER COUNCIL NSW,Government & Public Sector,original
THE COMPANY WE KEEP PTY LTD,Marketing & Advertising,inferred
THE CONGREGATION OF RELIGIOUS SISTERS OF CHARITY OF AUSTRALIA,"Religious, Charitable & Non-profit",inferred
The corporation of the Roman Catholic Diocese of Toowoomba,"Religious, Charitable & Non-profit",original
THE COUNCIL OF CAMDEN,Government & Public Sector,original
THE COUNCIL OF ST ANDREW'S CATHEDRAL SCHOOL,Education - Schools & Training,original
The Council of the Queensland Institute of Medical Research,"Healthcare, Medical & Pharmaceutical",original
"The Department of Families, Fairness and Housing",Government & Public Sector,original
THE ESSINGTON SCHOOL DARWIN,Education - Schools & Training,original
THE FLORE-Y INSTITUTE OF NEUROSCIENCE AND MENTAL HEALTH,"Healthcare, Medical & Pharmaceutical",original
THE FRANK WHIDDON MASONIC HOMES OF NEW SOUTH WALES,"Aged Care, Disability & Social Services",inferred
THE FRED HOLLOWS FOUNDATION,"Religious, Charitable & Non-profit",original
THE GARVAN INSTITUTE OF MEDICAL RESEARCH,"Healthcare, Medical & Pharmaceutical",original
THE GEO GROUP AUSTRALIA PTY LIMITED,Government & Public Sector,inferred
The George Institute for Global Health,"Healthcare, Medical & Pharmaceutical",original
The Haus Group Co Pty Ltd,Unknown / To Check,unresolved
THE HEART RESEARCH INSTITUTE LTD,"Healthcare, Medical & Pharmaceutical",inferred
The Hollard Insurance Company Pty Ltd,Insurance,original
THE HOSPITALS CONTRIBUTION FUND OF AUSTRALIA LTD,Insurance,inferred
THE HOUSING CONNECTION,"Aged Care, Disability & Social Services",inferred
THE HOYTS CORPORATION PTY. LIMITED,"Media, Entertainment & Creative",inferred
"The Institution of Engineers, Australia",Engineering & Construction,original
THE JOY AGENCY PTY LTD,Marketing & Advertising,inferred
The Kids Research Institute Australia,"Healthcare, Medical & Pharmaceutical",inferred
The Lab Insight & Strategy Melbourne Pty Ltd,Marketing & Advertising,inferred
THE LIFE LIKE TOURING (AUSTRALIA) PTY LTD,"Media, Entertainment & Creative",inferred
The Lumery Pty Ltd,Marketing & Advertising,inferred
The Marlo Group Pty Ltd,Unknown / To Check,unresolved
The Missing Link Security Pty Ltd,Information Technology & Software,inferred
The Monkeys Pty Limited,Marketing & Advertising,inferred
THE NATURE CONSERVANCY LIMITED,"Religious, Charitable & Non-profit",inferred
THE NEW ROYALS PTY LTD,Unknown / To Check,unresolved
THE NIELSEN COMPANY (AUSTRALIA) PTY LTD,Marketing & Advertising,inferred
The Northern Trust Company,Banking & Financial Services,inferred
THE OUTDOOR EDUCATION GROUP,Education - Schools & Training,original
THE PARTNERSHIP OF ARNOLD BLOCH LEIBLER,Legal Services,inferred
THE QUANTIUM GROUP PTY LIMITED,Information Technology & Software,inferred
The Reject Shop Limited,Consumer Goods & Retail,inferred
THE RIVERSIDE COAL TRANSPORT COMPANY PTY LTD,"Mining, Resources & Energy",original
THE RIX GROUP PTY LTD,Unknown / To Check,unresolved
THE ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF ROCKHAMPTON,"Religious, Charitable & Non-profit",original
THE ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF TOWNSVILLE,"Religious, Charitable & Non-profit",original
THE ROYAL CHILDREN'S HOSPITAL,"Healthcare, Medical & Pharmaceutical",original
THE ROYAL WOMENS HOSPITAL,"Healthcare, Medical & Pharmaceutical",original
THE SCOTS COLLEGE,Education - Schools & Training,original
THE SJB ARCHITECTURE NSW UNIT TRUST,Architecture & Design,original
The Smith's Snackfood Company Limited,"Agriculture, Food & Beverage",inferred
The Star Entertainment Group Limited,"Media, Entertainment & Creative",original
THE SWATCH GROUP (AUSTRALIA) PTY. LTD.,Consumer Goods & Retail,inferred
THE SYDNEY CHILDREN'S HOSPITALS NETWORK,Information Technology & Software,original
The Technical Direction Company of Australia Pty Ltd,"Media, Entertainment & Creative",inferred
The Total Physiocare Group Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
The Trade Desk Australia Pty Ltd,Marketing & Advertising,inferred
THE TRAVEL CORPORATION PTY LTD,"Hospitality, Travel & Tourism",original
The Treasury,Government & Public Sector,inferred
THE TREE COMPANY ARBORICULTURAL SERVICES PTY LTD,"Agriculture, Food & Beverage",inferred
THE TRUSTEE FOR CAMPBELL FAMILY TRUST OTHERS,Unknown / To Check,unresolved
The Trustee for Isle of Voyage Unit Trust,Unknown / To Check,unresolved
THE TRUSTEE FOR THE SALVATION ARMY (VICTORIA) PROPERTY TRUST,Real Estate & Property,original
THE TRUSTEES OF THE SYDNEY GRAMMAR SCHOOL,Education - Schools & Training,original
THE UNIVERSITY OF ADELAIDE,Education - Universities & Higher Ed,original
The University of New England,Education - Universities & Higher Ed,original
The University of Newcastle,Education - Universities & Higher Ed,original
THE UNIVERSITY OF NOTRE DAME AUSTRALIA,Education - Universities & Higher Ed,original
The University of Queensland,Education - Universities & Higher Ed,original
The University of Sydney,Education - Universities & Higher Ed,original
THE UNIVERSITY OF WOLLONGONG,Education - Universities & Higher Ed,original
THE VET GROUP PTY LTD,"Healthcare, Medical & Pharmaceutical",original
The Walt Disney Company (Australia) Pty Limited,"Media, Entertainment & Creative",original
THE WARRANTY GROUP AUSTRALASIA PTY LTD,Insurance,inferred
THE WORKSSYDNEY PTY LTD,Marketing & Advertising,inferred
Therapy Pro Pty Ltd,"Aged Care, Disability & Social Services",inferred
THERMO FISHER SCIENTIFIC AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
THIESS PTY LTD,"Mining, Resources & Energy",inferred
THOMAS WARBURTON PTY LTD,Unknown / To Check,unresolved
Thomastown East Primary School,Education - Schools & Training,original
"Thompsons, Kelly & Lewis Pty Ltd",Manufacturing & Industrial,inferred
THOMSON AVIATION PTY LTD,Aviation & Aerospace,original
THOMSON ENVIRONMENTAL SYSTEMS PTY LTD,Information Technology & Software,original
Thomson Reuters (Professional) Australia Limited,"Media, Entertainment & Creative",inferred
Thorne Harbour Health Ltd,"Healthcare, Medical & Pharmaceutical",original
